"pos","count"
339562,22
339563,23
339564,22
339565,22
339566,23
339567,24
339568,23
339569,23
339570,24
339571,24
339572,21
339573,24
339574,24
339575,21
339576,24
339577,23
339578,21
339579,23
339580,24
339581,22
339582,23
339583,24
339584,23
339585,24
339586,24
339587,23
339588,24
339589,24
339590,24
339591,23
339592,24
339593,23
339594,24
339595,22
339596,23
339597,27
339598,27
339599,25
339600,27
339601,27
339602,26
339603,25
339604,28
339605,28
339606,28
339607,28
339608,26
339609,26
339610,26
339611,25
339612,22
339613,24
339614,23
339615,23
339616,24
339617,24
339618,23
339619,24
339620,19
339621,20
339622,20
339623,20
339624,19
339625,17
339626,17
339627,17
339628,17
339629,19
339630,16
339631,19
339632,16
339633,18
339634,17
339635,15
339636,18
339637,18
339638,19
339639,18
339640,18
339641,17
339642,15
339643,16
339644,13
339645,11
339646,16
339647,17
339648,17
339649,18
339650,14
339651,18
339652,15
339653,15
339654,16
339655,17
339656,15
339657,17
339658,17
339659,17
339660,16
339661,16
339662,13
339663,12
339664,15
339665,15
339666,16
339667,19
339668,17
339669,17
339670,19
339671,19
339672,19
339673,22
339674,20
339675,20
339676,20
339677,25
339678,23
339679,23
339680,20
339681,21
339682,22
339683,24
339684,23
339685,23
339686,21
339687,22
339688,22
339689,18
339690,22
339691,21
339692,22
339693,22
339694,20
339695,22
339696,20
339697,19
339698,14
339699,16
339700,20
339701,18
339702,17
339703,22
339704,19
339705,20
339706,21
339707,19
339708,16
339709,16
339710,19
339711,17
339712,17
339713,18
339714,18
339715,19
339716,18
339717,15
339718,14
339719,18
339720,17
339721,15
339722,13
339723,15
339724,18
339725,15
339726,18
339727,18
339728,17
339729,18
339730,18
339731,18
339732,16
339733,17
339734,15
339735,17
339736,16
339737,16
339738,19
339739,19
339740,18
339741,19
339742,19
339743,18
339744,15
339745,18
339746,15
339747,18
339748,16
339749,18
339750,17
339751,16
339752,17
339753,18
339754,19
339755,19
339756,19
339757,18
339758,18
339759,21
339760,19
339761,19
339762,19
339763,19
339764,20
339765,21
339766,19
339767,21
339768,21
339769,21
339770,21
339771,22
339772,21
339773,21
339774,23
339775,22
339776,21
339777,21
339778,22
339779,21
339780,19
339781,24
339782,21
339783,23
339784,23
339785,23
339786,21
339787,22
339788,24
339789,24
339790,22
339791,19
339792,20
339793,23
339794,23
339795,22
339796,22
339797,20
339798,20
339799,23
339800,20
339801,16
339802,19
339803,19
339804,18
339805,20
339806,19
339807,19
339808,21
339809,19
339810,18
339811,20
339812,19
339813,17
339814,19
339815,17
339816,20
339817,20
339818,17
339819,17
339820,19
339821,19
339822,19
339823,21
339824,19
339825,20
339826,17
339827,16
339828,15
339829,16
339830,16
339831,17
339832,15
339833,16
339834,15
339835,15
339836,15
339837,14
339838,18
339839,15
339840,19
339841,18
339842,17
339843,16
339844,18
339845,15
339846,17
339847,16
339848,14
339849,20
339850,18
339851,16
339852,20
339853,19
339854,16
339855,16
339856,15
339857,18
339858,14
339859,17
339860,19
339861,18
339862,18
339863,16
339864,16
339865,17
339866,15
339867,14
339868,17
339869,20
339870,19
339871,18
339872,18
339873,18
339874,17
339875,16
339876,19
339877,17
339878,18
339879,19
339880,17
339881,18
339882,18
339883,18
339884,16
339885,14
339886,20
339887,18
339888,20
339889,20
339890,20
339891,17
339892,19
339893,19
339894,19
339895,19
339896,19
339897,17
339898,20
339899,20
339900,23
339901,21
339902,21
339903,19
339904,21
339905,19
339906,17
339907,20
339908,20
339909,19
339910,18
339911,19
339912,19
339913,17
339914,17
339915,17
339916,16
339917,18
339918,17
339919,17
339920,16
339921,16
339922,16
339923,18
339924,15
339925,13
339926,17
339927,16
339928,15
339929,15
339930,16
339931,15
339932,13
339933,12
339934,14
339935,13
339936,13
339937,14
339938,14
339939,10
339940,12
339941,12
339942,12
339943,13
339944,12
339945,12
339946,13
339947,10
339948,11
339949,12
339950,13
339951,12
339952,13
339953,11
339954,12
339955,13
339956,11
339957,13
339958,12
339959,10
339960,10
339961,11
339962,11
339963,12
339964,11
339965,13
339966,12
339967,13
339968,11
339969,11
339970,11
339971,10
339972,11
339973,11
339974,11
339975,10
339976,12
339977,9
339978,10
339979,11
339980,12
339981,12
339982,12
339983,9
339984,11
339985,10
339986,10
339987,9
339988,9
339989,9
339990,9
339991,9
339992,9
339993,8
339994,7
339995,8
339996,9
339997,9
339998,8
339999,9
340000,10
340001,10
340002,9
340003,10
340004,10
340005,9
340006,10
340007,8
340008,9
340009,9
340010,9
340011,10
340012,9
340013,9
340014,9
340015,10
340016,9
340017,9
340018,8
340019,8
340020,7
340021,7
340022,7
340023,6
340024,7
340025,8
340026,7
340027,6
340028,8
340029,7
340030,8
340031,11
340032,10
340033,11
340034,9
340035,10
340036,9
340037,9
340038,8
340039,9
340040,7
340041,9
340042,8
340043,9
340044,8
340045,8
340046,8
340047,9
340048,10
340049,10
340050,10
340051,10
340052,10
340053,10
340054,10
340055,10
340056,9
340057,10
340058,9
340059,9
340060,9
340061,9
340062,9
340063,9
340064,8
340065,9
340066,7
340067,9
340068,8
340069,8
340070,9
340071,7
340072,7
340073,8
340074,8
340075,9
340076,8
340077,11
340078,11
340079,10
340080,10
340081,10
340082,10
340083,11
340084,12
340085,12
340086,12
340087,11
340088,10
340089,11
340090,11
340091,10
340092,10
340093,12
340094,9
340095,12
340096,12
340097,11
340098,13
340099,12
340100,12
340101,12
340102,14
340103,12
340104,12
340105,12
340106,12
340107,11
340108,10
340109,11
340110,11
340111,12
340112,12
340113,13
340114,13
340115,10
340116,14
340117,16
340118,16
340119,13
340120,11
340121,17
340122,16
340123,15
340124,17
340125,15
340126,16
340127,18
340128,17
340129,12
340130,18
340131,19
340132,19
340133,16
340134,16
340135,14
340136,13
340137,14
340138,17
340139,16
340140,20
340141,19
340142,19
340143,18
340144,16
340145,17
340146,13
340147,17
340148,20
340149,18
340150,17
340151,19
340152,16
340153,18
340154,18
340155,19
340156,17
340157,18
340158,18
340159,17
340160,20
340161,19
340162,18
340163,18
340164,16
340165,17
340166,18
340167,20
340168,18
340169,19
340170,19
340171,17
340172,13
340173,15
340174,13
340175,18
340176,18
340177,19
340178,17
340179,18
340180,16
340181,15
340182,15
340183,15
340184,15
340185,15
340186,15
340187,16
340188,17
340189,19
340190,21
340191,19
340192,15
340193,17
340194,17
340195,18
340196,19
340197,18
340198,18
340199,17
340200,17
340201,16
