group_1064.aln,0.00010276636612131237
group_2448.aln,0.0016462082392753616
group_3972.aln,0.11946258304996613
group_1378.aln,0.00012148589006162577
group_604.aln,0.0008212527381241931
group_2821.aln,0.0018203308456440552
group_4890.aln,0.13407261673030932
group_4061.aln,0.0012822744253118078
group_3474.aln,0.00040849630533221665
group_4323.aln,0.11906176882544059
group_3017.aln,0.00016388130926455027
group_2521.aln,0.0
group_3577.aln,0.013931997029332663
group_2376.aln,0.0
group_1683.aln,0.0004793608197350096
group_1495.aln,0.0004282037362059769
group_2389.aln,0.0006101277486575389
group_3859.aln,0.019972188426438713
group_3496.aln,0.00048151107710798553
group_1489.aln,0.0009818964042816647
group_4166.aln,0.06110853862749718
group_2506.aln,0.0
group_1850.aln,0.0
group_4486.aln,0.02684739454485127
group_72.aln,0.00032047112413133186
group_4582.aln,0.008987683997586076
group_2658.aln,0.0016924032309567924
group_4038.aln,0.0006342824647947817
group_326.aln,0.0007920551883635644
group_4338.aln,0.008696736004446102
group_2028.aln,0.0
group_4373.aln,0.009447916682055028
group_1192.aln,0.0
group_3733.aln,0.02238262205520078
group_1380.aln,0.0
group_148.aln,0.001551064666853077
group_531.aln,0.000730044766394045
group_4904.aln,0.022790607279196563
group_2933.aln,0.0005835661504745952
group_4658.aln,0.02795087971194814
group_1470.aln,0.0027257438273359043
group_21.aln,0.000425498146720721
group_4267.aln,0.06176301274296458
group_2678.aln,0.0007599931261994729
group_1980.aln,0.0009869031483708344
group_1943.aln,0.00017857761981736247
group_2420.aln,0.0
group_1453.aln,0.0010706423369693065
group_80.aln,0.002196683777276837
group_3652.aln,0.002353918411515348
group_2853.aln,0.0
group_468.aln,0.0004998683196785298
group_2833.aln,0.0025824924069803783
group_781.aln,0.000901067361997223
group_1795.aln,0.0003127244442734673
group_2540.aln,0.0012780312952581795
group_2428.aln,0.0004784733553680142
group_1401.aln,0.0
group_2261.aln,0.000779392411943253
group_4862.aln,0.001771950194102664
group_1543.aln,0.0002646129913083185
group_4699.aln,0.09654355198952796
