fig|1773.30302.peg.1192	UniRef90_Q79FS8	100.000	141	0	0	1	141	4	144	2.86e-94	277
fig|1773.30302.peg.1192	UniRef90_A0A655DS76	100.000	131	0	0	1	131	4	134	5.65e-86	257
fig|1773.30302.peg.1192	UniRef90_UPI002350F366	100.000	129	0	0	1	129	4	132	1.78e-83	251
fig|1773.30302.peg.1192	UniRef90_UPI0005E13DAA	98.425	127	0	1	17	141	164	290	1.66e-79	245
fig|1773.30302.peg.1192	UniRef90_UPI0005E13DAA	61.290	62	24	0	13	74	16	77	7.73e-07	57.0
fig|1773.30302.peg.1192	UniRef90_UPI00207A055A	99.057	106	1	0	36	141	1	106	2.49e-68	210
fig|1773.30302.peg.1875	UniRef90_G0TKJ5	99.632	272	1	0	1	272	1	272	0.0	540
fig|1773.30302.peg.1875	UniRef90_A0A163WKP1	90.406	271	26	0	1	271	1	271	9.72e-175	491
fig|1773.30302.peg.1875	UniRef90_A0A1X2BM35	90.370	270	26	0	1	270	1	270	4.37e-174	490
fig|1773.30302.peg.1875	UniRef90_A0A0Q2LT79	88.848	269	30	0	1	269	1	269	8.61e-172	484
fig|1773.30302.peg.1875	UniRef90_A0A5B1BQB7	87.823	271	33	0	1	271	1	271	5.98e-171	482
fig|1773.30302.peg.2142	UniRef90_A0A1X2CRQ8	75.385	65	14	1	3	67	103	165	8.32e-24	96.7
fig|1773.30302.peg.2142	UniRef90_A0A1V3WEI3	70.149	67	20	0	2	68	15	81	1.24e-18	81.3
fig|1773.30302.peg.2142	UniRef90_UPI001FC9A94C	59.701	67	27	0	2	68	63	129	1.69e-18	82.0
fig|1773.30302.peg.2142	UniRef90_A0A8E2IR52	59.701	67	27	0	2	68	105	171	4.11e-18	82.4
fig|1773.30302.peg.2142	UniRef90_A0A1V3WCQ7	68.657	67	21	0	2	68	13	79	6.28e-18	79.3
fig|1773.30302.peg.25	UniRef90_P71592	100.000	139	0	0	1	139	1	139	1.59e-96	283
fig|1773.30302.peg.25	UniRef90_R4M1D9	99.167	120	1	0	1	120	1	120	8.01e-81	243
fig|1773.30302.peg.25	UniRef90_A0A1X2LTS7	87.050	139	18	0	1	139	1	139	1.59e-78	237
fig|1773.30302.peg.25	UniRef90_A0A024JRV5	79.856	139	27	1	1	139	1	138	1.54e-76	232
fig|1773.30302.peg.25	UniRef90_A0A7V3I1Y5	80.576	139	26	1	1	139	1	138	3.96e-75	229
fig|1773.30302.peg.2590	UniRef90_P9WIB2	99.808	521	1	0	1	521	1	521	0.0	1060
fig|1773.30302.peg.2590	UniRef90_A0A7D6DVR5	85.221	521	77	0	1	521	8	528	0.0	910
fig|1773.30302.peg.2590	UniRef90_A0A653EU32	86.898	519	68	0	3	521	3	521	0.0	897
fig|1773.30302.peg.2590	UniRef90_UPI00067D1EC4	100.000	436	0	0	10	445	1	436	0.0	893
fig|1773.30302.peg.2590	UniRef90_A0A655IQ71	99.771	437	1	0	85	521	1	437	0.0	889
fig|1773.30302.peg.306	UniRef90_A0A9Q6PHD7	100.000	938	0	0	1	938	1	938	0.0	1571
fig|1773.30302.peg.306	UniRef90_UPI00045B4D4F	99.787	938	2	0	1	938	1	938	0.0	1567
fig|1773.30302.peg.306	UniRef90_UPI00045AE0CF	99.787	938	2	0	1	938	1	938	0.0	1565
fig|1773.30302.peg.306	UniRef90_UPI0021C894A9	99.680	938	0	1	1	938	1	935	0.0	1561
fig|1773.30302.peg.306	UniRef90_UPI00045B3C01	99.467	938	2	1	1	938	1	935	0.0	1558
fig|1773.30302.peg.436	UniRef90_UPI000847B2EC	99.929	1402	1	0	1	1402	1	1402	0.0	2826
fig|1773.30302.peg.436	UniRef90_UPI00045AF757	99.929	1402	1	0	1	1402	1	1402	0.0	2826
fig|1773.30302.peg.436	UniRef90_UPI0004596789	99.857	1402	2	0	1	1402	1	1402	0.0	2825
fig|1773.30302.peg.436	UniRef90_UPI00045AF513	99.929	1402	1	0	1	1402	1	1402	0.0	2825
fig|1773.30302.peg.436	UniRef90_A0A655IB62	99.857	1402	2	0	1	1402	1	1402	0.0	2825
fig|1773.30302.peg.619	UniRef90_A0A0E9APP5	100.000	40	0	0	1	40	1	40	1.33e-18	78.6
fig|1773.30302.peg.619	UniRef90_UPI0024BF5C71	54.545	33	14	1	1	33	57	88	6.2	33.5
fig|1773.30303.peg.1046	UniRef90_UPI001F3D7197	100.000	294	0	0	1	294	92	385	0.0	604
fig|1773.30303.peg.1046	UniRef90_UPI0009B9197F	99.660	294	1	0	1	294	3	296	0.0	600
fig|1773.30303.peg.1046	UniRef90_A0A0H4B978	99.660	294	1	0	1	294	35	328	0.0	600
fig|1773.30303.peg.1046	UniRef90_A5U601	99.320	294	2	0	1	294	1	294	0.0	600
fig|1773.30303.peg.1046	UniRef90_A0A120J3H3	100.000	291	0	0	4	294	2	292	0.0	597
fig|1773.30303.peg.1047	UniRef90_P59801	100.000	108	0	0	1	108	1	108	1.27e-70	215
fig|1773.30303.peg.1047	UniRef90_UPI0004598EE0	100.000	104	0	0	1	104	1	104	7.67e-67	206
fig|1773.30303.peg.1047	UniRef90_A0A1A3PXZ5	89.815	108	11	0	1	108	1	108	7.44e-63	195
fig|1773.30303.peg.1047	UniRef90_A0A1E3S2W7	92.233	103	8	0	1	103	1	103	1.98e-59	187
fig|1773.30303.peg.1047	UniRef90_V7MV11	85.849	106	15	0	1	106	1	106	4.94e-59	186
fig|1773.30303.peg.1048	UniRef90_UPI00045AA291	100.000	151	0	0	1	151	1	151	1.85e-108	314
fig|1773.30303.peg.1048	UniRef90_A0A655IYC3	99.180	122	1	0	1	122	1	122	1.34e-83	251
fig|1773.30303.peg.1048	UniRef90_UPI000B1E4135	99.180	122	1	0	1	122	1	122	1.88e-83	251
fig|1773.30303.peg.1048	UniRef90_P9WK39	100.000	121	0	0	1	121	1	121	1.06e-81	249
fig|1773.30303.peg.1048	UniRef90_A0A7I7MJ92	76.033	121	28	1	1	121	1	120	1.60e-58	190
fig|1773.30303.peg.1153	UniRef90_A0A957ML50	42.424	33	19	0	12	44	37	69	1.9	34.7
fig|1773.30303.peg.1153	UniRef90_A0A936G7I2	37.500	32	20	0	13	44	38	69	3.8	33.5
fig|1773.30303.peg.1650	UniRef90_UPI002073ECB5	100.000	146	0	0	1	146	30	175	4.12e-102	298
fig|1773.30303.peg.1650	UniRef90_UPI002234EE6A	100.000	146	0	0	1	146	103	248	4.65e-102	301
fig|1773.30303.peg.1650	UniRef90_A0A060MQ81	99.315	146	1	0	1	146	1	146	6.60e-102	297
fig|1773.30303.peg.1650	UniRef90_UPI000C09CF38	99.315	146	1	0	1	146	74	219	1.84e-101	298
fig|1773.30303.peg.1650	UniRef90_A0A1R3XYJ3	99.315	146	1	0	1	146	237	382	2.09e-99	299
fig|1773.30303.peg.1675	UniRef90_A0A0H3L8P4	100.000	106	0	0	1	106	1	106	8.14e-69	210
fig|1773.30303.peg.1675	UniRef90_A0A2I7W6X0	99.057	106	1	0	1	106	587	692	1.34e-63	213
fig|1773.30303.peg.1675	UniRef90_A0A3A0E1P4	35.000	80	47	2	12	89	82	158	3.2	37.4
fig|1773.30303.peg.1675	UniRef90_A0A2D2DGN8	46.341	41	22	0	52	92	180	220	5.9	36.6
fig|1773.30303.peg.1675	UniRef90_A0A1Q7V7E2	34.722	72	40	3	12	79	1	69	8.5	35.0
fig|1773.30303.peg.1678	UniRef90_P9WLV2	99.617	261	1	0	1	261	1	261	0.0	536
fig|1773.30303.peg.1678	UniRef90_A0A975JX66	87.109	256	33	0	6	261	1	256	1.18e-168	475
fig|1773.30303.peg.1678	UniRef90_A0A0Q2QM79	85.547	256	37	0	6	261	1	256	1.93e-165	467
fig|1773.30303.peg.1678	UniRef90_A0A7I9X413	85.882	255	36	0	1	255	6	260	6.24e-162	458
fig|1773.30303.peg.1678	UniRef90_A0A1A1ZLK4	83.203	256	43	0	1	256	1	256	2.30e-159	452
fig|1773.30303.peg.1902	UniRef90_G0TKN1	90.826	1308	18	4	1	1206	1	1308	0.0	1788
fig|1773.30303.peg.1902	UniRef90_A0A9Q6KBL2	99.115	904	6	1	65	968	1	902	0.0	1644
fig|1773.30303.peg.1902	UniRef90_A0A9Q6KBL2	55.871	528	181	11	554	1056	392	892	7.30e-113	384
fig|1773.30303.peg.1902	UniRef90_A0A9Q6KBL2	51.941	541	179	12	580	1080	392	891	1.56e-98	345
fig|1773.30303.peg.1902	UniRef90_A0A9Q6KBL2	34.277	318	182	9	808	1102	388	701	1.04e-26	129
fig|1773.30303.peg.1902	UniRef90_A0A1X2CE37	72.824	1310	232	7	1	1206	1	1290	0.0	1585
fig|1773.30303.peg.1902	UniRef90_UPI00045B455B	81.637	1307	112	11	1	1206	1	1280	0.0	1404
fig|1773.30303.peg.1902	UniRef90_A0A109SWY0	96.460	791	2	1	1	791	1	765	0.0	1391
fig|1773.30303.peg.1902	UniRef90_A0A109SWY0	52.108	332	122	7	610	934	460	761	5.40e-63	240
fig|1773.30303.peg.1902	UniRef90_A0A109SWY0	31.926	379	174	10	716	1084	457	761	1.82e-27	131
fig|1773.30303.peg.1902	UniRef90_A0A109SWY0	35.593	295	161	11	831	1102	451	739	5.00e-27	130
fig|1773.30303.peg.1902	UniRef90_A0A109SWY0	32.749	342	184	11	778	1102	447	759	1.13e-26	129
fig|1773.30303.peg.1902	UniRef90_A0A109SWY0	39.487	195	98	7	925	1103	447	637	1.48e-16	97.1
fig|1773.30303.peg.2126	UniRef90_A0A045IRF6	100.000	271	0	0	1	271	1	271	0.0	533
fig|1773.30303.peg.2126	UniRef90_B2HE41	91.418	268	23	0	4	271	17	284	7.54e-168	474
fig|1773.30303.peg.2126	UniRef90_UPI001EFB88EF	88.806	268	30	0	4	271	15	282	4.23e-166	470
fig|1773.30303.peg.2126	UniRef90_A0A1X1SRU7	88.192	271	32	0	1	271	1	271	2.04e-164	465
